Collection State Code,Year,Month,Normalized_Concentration
CA,12,11,0.005
CA,12,11,0.01
CA,12,11,0.005
CA,12,11,0.01
CA,12,11,0.01
CA,12,11,0.01
CA,12,11,0.01
CA,12,11,0.0025
CA,12,11,0.005
CA,12,12,0.017
CA,12,12,0.011
CA,12,12,0.01
CA,12,12,0.005
CA,12,12,0.005
CA,12,12,0.005
CA,12,12,0.021
CA,12,12,0.0125
CA,12,12,0.01
CO,12,12,0.019
FL,12,3,0.025
FL,12,9,0.02
FL,12,12,0.0099
MD,12,1,0.017
MD,12,2,0.022
MD,12,2,0.01
MD,12,4,0.0028
MD,12,10,0.014
MD,12,10,0.014
MI,12,1,0.0061
MI,12,9,0.014
MI,12,9,0.013
MI,12,10,0.011
MI,12,10,0.0011
NC,12,1,0.005
NC,12,2,0.0025
NC,12,3,0.0025
NC,12,3,0.0025
NC,12,5,0.005
NC,12,7,0.0089
NC,12,8,0.012
NC,12,8,0.011
NC,12,10,0.0025
NC,12,10,0.011
NC,12,11,0.0092
NC,12,11,0.011
NC,12,11,0.01
NC,12,11,0.005
NC,12,11,0.005
NC,12,11,0.0125
NC,12,11,0.01
NC,12,11,0.01
NC,12,11,0.005
NC,12,11,0.01
NY,12,2,0.005
NY,12,2,0.005
NY,12,2,0.005
NY,12,4,0.0025
NY,12,4,0.0057
NY,12,4,0.0025
NY,12,4,0.005
NY,12,5,0.0025
NY,12,5,0.005
NY,12,5,0.005
NY,12,6,0.005
NY,12,7,0.0025
NY,12,7,0.005
NY,12,7,0.005
NY,12,7,0.0025
NY,12,7,0.0025
NY,12,7,0.01
NY,12,7,0.005
NY,12,8,0.005
NY,12,9,0.005
NY,12,9,0.005
NY,12,10,0.0125
NY,12,10,0.01
NY,12,10,0.01
NY,12,10,0.01
NY,12,10,0.005
NY,12,10,0.005
NY,12,10,0.005
NY,12,10,0.0025
NY,12,10,0.01
NY,12,10,0.01
NY,12,10,0.01
NY,12,10,0.01
NY,12,10,0.005
NY,12,10,0.005
NY,12,10,0.0125
NY,12,10,0.005
NY,12,11,0.01
NY,12,11,0.01
NY,12,11,0.005
NY,12,11,0.0125
NY,12,11,0.01
NY,12,11,0.01
NY,12,11,0.01
NY,12,12,0.005
NY,12,12,0.0025
NY,12,12,0.005
NY,12,12,0.0125
NY,12,12,0.01
NY,12,12,0.01
NY,12,12,0.01
OH,12,1,0.013
OH,12,8,0.0025
OH,12,10,0.018
OH,12,12,0.011
TX,12,2,0.005
TX,12,3,0.005
TX,12,3,0.005
TX,12,3,0.01
TX,12,3,0.0025
TX,12,4,0.01
TX,12,4,0.005
TX,12,4,0.0025
TX,12,4,0.01
TX,12,4,0.0025
TX,12,4,0.01
TX,12,4,0.01
TX,12,4,0.0025
TX,12,4,0.01
TX,12,4,0.01
TX,12,5,0.0025
TX,12,5,0.0025
TX,12,5,0.005
TX,12,6,0.01
TX,12,6,0.0025
TX,12,6,0.005
TX,12,6,0.0025
TX,12,6,0.01
TX,12,7,0.0125
TX,12,7,0.01
TX,12,7,0.0025
TX,12,7,0.0125
TX,12,7,0.0125
TX,12,8,0.01
TX,12,8,0.01
TX,12,8,0.005
TX,12,8,0.0125
TX,12,9,0.005
TX,12,9,0.005
TX,12,9,0.0125
TX,12,9,0.01
TX,12,9,0.01
TX,12,9,0.005
TX,12,9,0.0125
TX,12,9,0.01
TX,12,9,0.01
TX,12,10,0.01
TX,12,10,0.01
TX,12,10,0.005
TX,12,10,0.0125
TX,12,10,0.01
TX,12,10,0.01
TX,12,10,0.005
TX,12,10,0.005
TX,12,10,0.01
TX,12,10,0.01
TX,12,10,0.01
TX,12,10,0.011
TX,12,10,0.005
TX,12,10,0.0125
TX,12,10,0.005
TX,12,11,0.01
TX,12,11,0.01
TX,12,11,0.005
TX,12,11,0.005
TX,12,11,0.0125
TX,12,11,0.01
TX,12,11,0.01
TX,12,11,0.005
TX,12,11,0.005
TX,12,11,0.01
TX,12,11,0.01
TX,12,11,0.01
TX,12,11,0.005
TX,12,11,0.01
TX,12,11,0.005
TX,12,11,0.01
TX,12,11,0.01
TX,12,11,0.005
TX,12,11,0.005
TX,12,11,0.0125
TX,12,12,0.005
TX,12,12,0.005
TX,12,12,0.01
TX,12,12,0.01
TX,12,12,0.011
TX,12,12,0.011
TX,12,12,0.01
TX,12,12,0.01
TX,12,12,0.01
TX,12,12,0.0125
TX,12,12,0.01
TX,12,12,0.005
CA,12,1,0.19
CA,12,1,0.18
CA,12,1,0.031
CA,12,1,0.114
CA,12,1,0.11
CA,12,1,0.013
CA,12,1,0.68
CA,12,2,0.025
CA,12,2,0.37
MI,12,3,0.002
MI,12,4,0.002
MI,12,4,0.002
MI,12,5,0.02
MI,12,7,0.02
MI,12,8,0.0068
MI,12,8,0.0078
MI,12,8,0.002
MI,12,10,0.002
MI,12,11,0.002
MI,12,12,0.0061
MI,12,12,0.002
MI,12,12,0.0063
MI,12,12,0.0064
MI,12,12,0.0055
NY,12,1,0.0046
NY,12,1,0.0038
NY,12,2,0.003
NY,12,2,0.002
NY,12,2,0.002
NY,12,2,0.0043
NY,12,2,0.0056
NY,12,2,0.002
NY,12,2,0.0038
NY,12,3,0.0036
NY,12,3,0.004
NY,12,3,0.002
NY,12,3,0.002
NY,12,3,0.0053
NY,12,3,0.0057
NY,12,3,0.0077
NY,12,4,0.004
NY,12,4,0.012
NY,12,4,0.0064
NY,12,4,0.0036
NY,12,4,0.002
NY,12,5,0.0041
NY,12,5,0.016
NY,12,5,0.02
NY,12,6,0.002
NY,12,7,0.02
NY,12,7,0.016
NY,12,8,0.02
NY,12,8,0.0061
NY,12,8,0.0053
NY,12,8,0.002
NY,12,9,0.002
NY,12,10,0.002
NY,12,11,0.002
NY,12,12,0.0039
NY,12,12,0.0046
OH,12,1,0.002
OH,12,1,0.0064
OH,12,1,0.002
OH,12,1,0.0034
OH,12,2,0.0052
OH,12,2,0.002
OH,12,2,0.002
OH,12,2,0.002
OH,12,3,0.0038
OH,12,3,0.002
OH,12,3,0.002
OH,12,3,0.0034
OH,12,4,0.0046
OH,12,4,0.002
OH,12,4,0.0044
OH,12,5,0.02
OH,12,5,0.02
OH,12,5,0.02
OH,12,5,0.02
OH,12,6,0.01
OH,12,7,0.0075
OH,12,7,0.004
OH,12,7,0.0075
OH,12,8,0.0075
OH,12,8,0.002
OH,12,8,0.014
OH,12,9,0.017
OH,12,10,0.002
OH,12,10,0.002
OH,12,11,0.002
OH,12,11,0.002
OH,12,12,0.0033
OH,12,12,0.0049
OH,12,12,0.0039
OH,12,12,0.002
OH,12,12,0.002
TX,12,1,0.002
TX,12,1,0.002
TX,12,1,0.0043
TX,12,1,0.002
TX,12,1,0.0041
TX,12,1,0.002
TX,12,1,0.012
TX,12,2,0.0034
TX,12,2,0.002
TX,12,2,0.002
TX,12,2,0.0077
TX,12,2,0.022
TX,12,2,0.002
TX,12,3,0.0037
TX,12,3,0.0032
TX,12,3,0.002
TX,12,3,0.02
TX,12,3,0.002
TX,12,3,0.02
TX,12,3,0.002
TX,12,4,0.011
TX,12,4,0.02
TX,12,4,0.02
TX,12,4,0.002
TX,12,4,0.02
TX,12,4,0.02
TX,12,5,0.02
TX,12,5,0.02
TX,12,5,0.002
TX,12,5,0.002
TX,12,6,0.0075
TX,12,6,0.002
TX,12,7,0.014
TX,12,7,0.0081
TX,12,8,0.02
TX,12,8,0.02
TX,12,8,0.02
TX,12,8,0.02
TX,12,8,0.002
TX,12,8,0.038
TX,12,8,0.01
TX,12,8,0.0064
TX,12,9,0.0071
TX,12,10,0.018
TX,12,10,0.002
TX,12,10,0.017
TX,12,10,0.002
TX,12,10,0.002
TX,12,10,0.002
TX,12,12,0.002
TX,12,12,0.0082
TX,12,12,0.002
WA,12,1,0.003
WA,12,1,0.002
WA,12,1,0.002
WA,12,1,0.008
WA,12,2,0.002
WA,12,2,0.002
WA,12,2,0.002
WA,12,3,0.0092
WA,12,3,0.0045
WA,12,3,0.0055
WA,12,3,0.002
WA,12,4,0.0052
WA,12,4,0.0036
WA,12,5,0.02
WA,12,5,0.02
WA,12,6,0.026
WA,12,6,0.0058
WA,12,7,0.02
WA,12,8,0.002
WA,12,8,0.0067
WA,12,9,0.002
WA,12,10,0.002
WA,12,11,0.0032
WA,12,11,0.002
WA,12,12,0.0038
WA,12,12,0.0037
WI,12,2,0.002
WI,12,2,0.002
WI,12,5,0.02
WI,12,7,0.02
WI,12,8,0.003
WI,12,10,0.0075
WI,12,12,0.0037
CA,12,1,0.021
CA,12,5,0.015
CA,12,6,0.13
CA,12,6,0.14
CA,12,6,0.11
CA,12,6,0.13
FL,12,6,0.092
MD,12,5,0.02
MD,12,5,0.071
MD,12,6,0.12
MD,12,6,0.01
NY,12,6,0.034
NY,12,6,0.075
OH,12,6,0.099
TX,12,1,0.011
TX,12,3,0.03
TX,12,3,0.028
TX,12,6,0.026
TX,12,6,0.032
TX,12,6,0.013
TX,12,6,0.13
TX,12,6,0.011
WI,12,6,0.002
CA,12,8,0.102
CA,12,8,0.11
CA,12,8,0.0057
CA,12,9,0.003
CA,12,9,0.014
CA,12,9,0.03
CA,12,10,0.011
CA,12,10,0.045
CA,12,10,0.073
CA,12,10,0.013
CA,12,10,0.102
CA,12,12,0.003
CO,12,4,0.021
FL,12,1,0.1
FL,12,1,0.037
FL,12,1,0.15
FL,12,2,0.038
FL,12,2,0.003
FL,12,2,0.023
FL,12,2,0.003
FL,12,2,0.024
FL,12,2,0.0082
FL,12,3,0.003
FL,12,3,0.12
FL,12,3,0.0076
FL,12,4,0.12
FL,12,4,0.0065
FL,12,4,0.016
FL,12,4,0.017
FL,12,5,0.0072
FL,12,5,0.0057
FL,12,5,0.003
FL,12,5,0.003
FL,12,5,0.003
FL,12,6,0.005
FL,12,6,0.017
FL,12,6,0.0073
FL,12,6,0.008
FL,12,7,0.01
FL,12,7,0.0058
FL,12,7,0.003
FL,12,7,0.002
FL,12,7,0.003
FL,12,8,0.003
FL,12,8,0.003
FL,12,8,0.003
FL,12,8,0.003
FL,12,8,0.0065
FL,12,9,0.0087
FL,12,9,0.061
FL,12,9,0.102
FL,12,9,0.0072
FL,12,9,0.038
FL,12,10,0.016
FL,12,10,0.003
FL,12,10,0.003
FL,12,11,0.023
FL,12,11,0.002
FL,12,11,0.025
FL,12,11,0.055
FL,12,11,0.003
FL,12,11,0.048
FL,12,11,0.008
FL,12,12,0.007
FL,12,12,0.036
FL,12,12,0.003
MD,12,1,0.015
MD,12,1,0.04
MD,12,1,0.007
MD,12,2,0.056
MD,12,2,0.053
MD,12,2,0.031
MD,12,2,0.016
MD,12,3,0.003
MD,12,3,0.073
MD,12,3,0.037
MD,12,4,0.046
MD,12,4,0.011
MD,12,4,0.023
MD,12,4,0.018
MD,12,5,0.0075
MD,12,6,0.008
MD,12,6,0.003
MD,12,6,0.003
MD,12,6,0.012
MD,12,7,0.003
MD,12,7,0.003
MD,12,8,0.008
MD,12,8,0.002
MD,12,9,0.037
MD,12,9,0.5
MD,12,9,0.047
MD,12,9,0.036
MD,12,10,0.0073
MD,12,10,0.017
MD,12,10,0.027
MD,12,10,0.008
MD,12,11,0.041
MD,12,11,0.002
MD,12,11,0.023
MD,12,12,0.015
MD,12,12,0.016
MD,12,12,0.055
MD,12,12,0.002
MI,12,1,0.094
MI,12,1,0.0095
MI,12,1,0.036
MI,12,1,0.021
MI,12,2,0.0058
MI,12,2,0.008
MI,12,2,0.031
MI,12,2,0.1
MI,12,3,0.1
MI,12,3,0.16
MI,12,3,0.007
MI,12,3,0.0058
MI,12,4,0.068
MI,12,4,0.0087
MI,12,4,0.003
MI,12,5,0.026
MI,12,5,0.015
MI,12,5,0.023
MI,12,5,0.007
MI,12,5,0.023
MI,12,6,0.003
MI,12,6,0.0065
MI,12,6,0.003
MI,12,6,0.0071
MI,12,7,0.003
MI,12,7,0.003
MI,12,8,0.0078
MI,12,8,0.0065
MI,12,8,0.003
MI,12,8,0.003
MI,12,9,0.0065
MI,12,9,0.018
MI,12,9,0.0078
MI,12,10,0.1
MI,12,10,0.017
MI,12,10,0.028
MI,12,11,0.06
MI,12,11,0.102
MI,12,11,0.087
MI,12,11,0.008
MI,12,12,0.003
MI,12,12,0.008
MI,12,12,0.003
NY,12,1,0.027
NY,12,1,0.018
NY,12,1,0.003
NY,12,1,0.06
NY,12,1,0.014
NY,12,1,0.003
NY,12,2,0.02
NY,12,2,0.008
NY,12,2,0.023
NY,12,2,0.059
NY,12,2,0.029
NY,12,3,0.057
NY,12,3,0.084
NY,12,3,0.0057
NY,12,3,0.022
NY,12,3,0.032
NY,12,3,0.008
NY,12,4,0.017
NY,12,4,0.02
NY,12,4,0.097
NY,12,4,0.091
NY,12,4,0.067
NY,12,5,0.0115
NY,12,5,0.008
NY,12,5,0.015
NY,12,5,0.048
NY,12,5,0.0065
NY,12,6,0.011
NY,12,6,0.013
NY,12,6,0.05
NY,12,6,0.019
NY,12,6,0.025
NY,12,6,0.007
NY,12,7,0.0035
NY,12,7,0.022
NY,12,7,0.0098
NY,12,7,0.0078
NY,12,7,0.048
NY,12,7,0.018
NY,12,8,0.008
NY,12,8,0.038
NY,12,8,0.0081
NY,12,8,0.017
NY,12,8,0.002
NY,12,8,0.003
NY,12,8,0.033
NY,12,9,0.019
NY,12,9,0.0098
NY,12,9,0.028
NY,12,9,0.015
NY,12,9,0.0065
NY,12,9,0.015
NY,12,9,0.0077
NY,12,9,0.003
NY,12,10,0.017
NY,12,10,0.005
NY,12,10,0.1
NY,12,10,0.013
NY,12,10,0.12
NY,12,10,0.003
NY,12,11,0.102
NY,12,11,0.25
NY,12,11,0.044
NY,12,11,0.048
NY,12,12,0.017
NY,12,12,0.0081
NY,12,12,0.008
NY,12,12,0.044
NY,12,12,0.021
OH,12,1,0.022
OH,12,1,0.003
OH,12,1,0.14
OH,12,2,0.076
OH,12,2,0.024
OH,12,3,0.008
OH,12,3,0.083
OH,12,3,0.048
OH,12,4,0.055
OH,12,4,0.015
OH,12,4,0.071
OH,12,5,0.003
OH,12,5,0.003
OH,12,5,0.033
OH,12,5,0.003
OH,12,5,0.037
OH,12,5,0.034
OH,12,6,0.0065
OH,12,6,0.008
OH,12,6,0.008
OH,12,6,0.003
OH,12,7,0.035
OH,12,7,0.002
OH,12,7,0.014
OH,12,7,0.027
OH,12,8,0.017
OH,12,8,0.003
OH,12,8,0.0083
OH,12,8,0.003
OH,12,8,0.003
OH,12,9,0.073
OH,12,9,0.011
OH,12,9,0.003
OH,12,9,0.003
OH,12,9,0.102
OH,12,9,0.045
OH,12,10,0.003
OH,12,10,0.012
OH,12,10,0.003
OH,12,11,0.003
OH,12,11,0.015
OH,12,11,0.015
OH,12,12,0.043
OH,12,12,0.008
OH,12,12,0.0037
OH,12,12,0.0052
TX,12,1,0.003
TX,12,1,0.072
TX,12,2,0.003
TX,12,2,0.058
TX,12,2,0.003
TX,12,3,0.081
TX,12,3,0.003
TX,12,3,0.003
TX,12,4,0.012
TX,12,5,0.003
TX,12,5,0.008
TX,12,6,0.003
TX,12,6,0.1
TX,12,6,0.024
TX,12,7,0.0072
TX,12,8,0.003
TX,12,9,0.048
TX,12,10,0.015
TX,12,10,0.014
TX,12,10,0.0057
TX,12,10,0.003
TX,12,10,0.021
TX,12,10,0.03
TX,12,10,0.011
TX,12,12,0.018
TX,12,12,0.14
TX,12,12,0.048
WA,12,8,0.0065
WA,12,9,0.102
WA,12,12,0.039
WI,12,1,0.023
WI,12,1,0.003
WI,12,2,0.024
WI,12,3,0.048
WI,12,4,0.035
WI,12,5,0.003
WI,12,6,0.0077
WI,12,6,0.011
WI,12,10,0.003
WI,12,11,0.016
CA,12,7,0.011
CA,12,7,0.036
CA,12,7,0.011
CA,12,7,0.013
CA,12,7,0.011
CA,12,8,0.002
CA,12,8,0.016
CA,12,8,0.002
CA,12,8,0.035
CA,12,8,0.002
CA,12,8,0.002
CA,12,8,0.002
CA,12,9,0.043
CA,12,9,0.002
CA,12,9,0.004
CA,12,9,0.002
CA,12,9,0.002
CA,12,10,0.002
CA,12,10,0.002
CA,12,10,0.002
CA,12,10,0.002
CA,12,10,0.002
CA,12,10,0.011
CA,12,10,0.014
CA,12,10,0.002
CA,12,11,0.002
CA,12,11,0.002
CA,12,11,0.002
CA,12,11,0.002
CA,12,11,0.019
CA,12,11,0.002
CA,12,11,0.022
CA,12,12,0.002
CA,12,12,0.0057
CA,12,12,0.002
CA,12,12,0.002
CA,12,12,0.024
CA,12,12,0.002
CO,12,8,0.002
CO,12,8,0.002
CO,12,10,0.002
FL,12,7,0.016
FL,12,7,0.024
FL,12,7,0.011
FL,12,7,0.032
FL,12,7,0.021
FL,12,8,0.002
FL,12,8,0.011
FL,12,8,0.002
FL,12,9,0.035
FL,12,9,0.002
FL,12,9,0.017
FL,12,9,0.002
FL,12,9,0.002
FL,12,10,0.059
FL,12,10,0.002
FL,12,10,0.043
FL,12,10,0.01
FL,12,11,0.002
FL,12,11,0.002
FL,12,11,0.055
FL,12,11,0.002
FL,12,11,0.002
FL,12,12,0.002
FL,12,12,0.042
FL,12,12,0.034
FL,12,12,0.002
FL,12,12,0.002
MD,12,7,0.011
MD,12,8,0.002
MD,12,8,0.002
MD,12,9,0.002
MD,12,10,0.016
MD,12,10,0.002
MD,12,10,0.002
MI,12,7,0.04
MI,12,7,0.026
MI,12,8,0.014
MI,12,8,0.015
MI,12,8,0.002
MI,12,9,0.02
MI,12,9,0.002
MI,12,9,0.002
MI,12,10,0.002
MI,12,10,0.02
MI,12,10,0.002
MI,12,10,0.038
MI,12,11,0.032
NC,12,7,0.015
NC,12,7,0.011
NC,12,7,0.002
NC,12,8,0.002
NC,12,9,0.002
NC,12,10,0.002
NC,12,12,0.019
NY,12,7,0.01
NY,12,7,0.016
NY,12,7,0.016
NY,12,8,0.011
NY,12,8,0.002
NY,12,8,0.002
NY,12,8,0.002
NY,12,8,0.013
NY,12,9,0.022
NY,12,9,0.023
NY,12,9,0.002
NY,12,9,0.002
NY,12,9,0.012
NY,12,9,0.002
NY,12,10,0.002
NY,12,10,0.002
NY,12,10,0.014
NY,12,10,0.016
NY,12,10,0.002
NY,12,11,0.027
NY,12,11,0.002
NY,12,11,0.015
NY,12,12,0.02
NY,12,12,0.002
NY,12,12,0.002
OH,12,7,0.012
OH,12,7,0.011
OH,12,8,0.002
OH,12,9,0.002
OH,12,9,0.017
OH,12,9,0.002
OH,12,9,0.012
OH,12,10,0.002
OH,12,10,0.012
OH,12,11,0.002
OH,12,11,0.002
OH,12,12,0.003
TX,12,7,0.015
TX,12,7,0.024
TX,12,7,0.043
TX,12,7,0.017
TX,12,7,0.018
TX,12,8,0.002
TX,12,8,0.002
TX,12,8,0.055
TX,12,8,0.002
TX,12,8,0.002
TX,12,9,0.031
TX,12,9,0.002
TX,12,9,0.002
TX,12,9,0.002
TX,12,9,0.023
TX,12,10,0.002
TX,12,10,0.002
TX,12,10,0.002
TX,12,10,0.002
TX,12,10,0.0055
TX,12,10,0.002
TX,12,10,0.26
TX,12,11,0.045
TX,12,11,0.002
TX,12,11,0.002
TX,12,11,0.002
TX,12,11,0.002
TX,12,11,0.046
TX,12,11,0.002
TX,12,11,0.002
TX,12,12,0.046
TX,12,12,0.002
TX,12,12,0.036
WA,12,7,0.002
WA,12,8,0.002
WA,12,8,0.002
WA,12,9,0.002
WA,12,9,0.002
WA,12,10,0.035
WA,12,10,0.02
WA,12,11,0.031
WA,12,11,0.002
WA,12,12,0.002
WA,12,12,0.11
WA,12,12,0.041
WI,12,8,0.0098
WI,12,9,0.037
WI,12,9,0.002
WI,12,10,0.023
WI,12,10,0.002
WI,12,11,0.002
WI,12,11,0.002
WI,12,12,0.002
CA,12,10,0.01
CA,12,10,0.01
TX,12,3,0.01
CA,12,8,0.015
CA,12,1,0.005
CA,12,1,0.011
CA,12,2,0.005
CA,12,2,0.0025
CA,12,3,0.0025
CA,12,3,0.005
CA,12,3,0.0025
CA,12,3,0.005
CA,12,4,0.005
CA,12,4,0.0025
CA,12,4,0.01
CA,12,4,0.01
CA,12,4,0.0025
CA,12,4,0.0025
CA,12,5,0.0025
CA,12,5,0.005
CA,12,5,0.005
CA,12,6,0.005
CA,12,6,0.0025
CA,12,6,0.0025
CA,12,6,0.005
CA,12,8,0.005
CA,12,8,0.005
CA,12,8,0.005
CA,12,8,0.005
CA,12,9,0.0025
CA,12,9,0.015
CA,12,9,0.005
CA,12,10,0.0125
CA,12,10,0.01
CA,12,10,0.0025
CA,12,10,0.005
CA,12,11,0.0025
CA,12,11,0.01
CA,12,11,0.005
CA,12,11,0.0025
CA,12,11,0.0025
CA,12,12,0.0025
CA,12,12,0.01
CO,12,12,0.027
FL,12,3,0.0029
FL,12,5,0.0054
FL,12,9,0.0065
FL,12,9,0.014
FL,12,10,0.0025
FL,12,11,0.0042
FL,12,12,0.014
MD,12,1,0.0053
MD,12,2,0.006
MD,12,10,0.019
MD,12,10,0.019
MI,12,1,0.0063
MI,12,1,0.004
MI,12,2,0.0048
MI,12,2,0.0056
MI,12,3,0.0047
MI,12,3,0.0023
MI,12,3,0.006
MI,12,4,0.0027
MI,12,5,0.004
MI,12,7,0.0025
MI,12,9,0.02
MI,12,9,0.017
MI,12,10,0.014
MI,12,10,0.0048
MI,12,11,0.01
NC,12,1,0.0025
NC,12,2,0.005
NC,12,3,0.005
NC,12,3,0.005
NC,12,5,0.0025
NC,12,5,0.005
NC,12,6,0.0025
NC,12,7,0.0094
NC,12,8,0.0025
NC,12,9,0.0025
NC,12,10,0.0082
NC,12,11,0.0025
NC,12,11,0.01
NC,12,11,0.0025
NC,12,12,0.0025
NY,12,1,0.005
NY,12,1,0.0025
NY,12,1,0.005
NY,12,1,0.0025
NY,12,2,0.0025
NY,12,2,0.0025
NY,12,2,0.0068
NY,12,3,0.0025
NY,12,3,0.0025
NY,12,4,0.005
NY,12,4,0.0025
NY,12,4,0.005
NY,12,4,0.0025
NY,12,5,0.005
NY,12,5,0.0025
NY,12,6,0.0025
NY,12,6,0.0025
NY,12,7,0.005
NY,12,7,0.022
NY,12,7,0.0125
NY,12,8,0.0025
NY,12,9,0.0025
NY,12,9,0.0025
NY,12,10,0.005
NY,12,10,0.005
NY,12,10,0.005
NY,12,10,0.0125
NY,12,10,0.01
NY,12,10,0.0025
NY,12,11,0.011
NY,12,11,0.0025
NY,12,11,0.005
NY,12,11,0.0025
NY,12,11,0.0025
NY,12,12,0.005
NY,12,12,0.01
OH,12,1,0.005
OH,12,1,0.0098
OH,12,10,0.013
OH,12,12,0.015
TX,12,1,0.0025
TX,12,1,0.0025
TX,12,1,0.0025
TX,12,1,0.0025
TX,12,1,0.0025
TX,12,2,0.0025
TX,12,2,0.0025
TX,12,2,0.0025
TX,12,3,0.005
TX,12,3,0.01
TX,12,3,0.0025
TX,12,3,0.005
TX,12,4,0.005
TX,12,4,0.0025
TX,12,4,0.005
TX,12,4,0.0025
TX,12,4,0.005
TX,12,4,0.005
TX,12,5,0.005
TX,12,5,0.0025
TX,12,5,0.005
TX,12,5,0.0025
TX,12,6,0.0025
TX,12,6,0.0025
TX,12,6,0.01
TX,12,6,0.01
TX,12,7,0.0125
TX,12,7,0.005
TX,12,7,0.01
TX,12,7,0.005
TX,12,8,0.005
TX,12,8,0.01
TX,12,8,0.005
TX,12,8,0.0125
TX,12,9,0.01
TX,12,9,0.0025
TX,12,9,0.005
TX,12,9,0.0025
TX,12,9,0.005
TX,12,10,0.01
TX,12,10,0.01
TX,12,10,0.01
TX,12,10,0.01
TX,12,10,0.01
TX,12,10,0.0025
TX,12,11,0.01
TX,12,11,0.01
TX,12,11,0.0125
TX,12,11,0.01
TX,12,11,0.005
TX,12,11,0.0025
TX,12,11,0.0025
TX,12,11,0.01
TX,12,12,0.0025
TX,12,12,0.01
TX,12,12,0.0025
TX,12,12,0.011
TX,12,12,0.0025
TX,12,12,0.005
WA,12,1,0.0054
WA,12,4,0.0021
WA,12,5,0.0022
WA,12,6,0.0031
WA,12,6,0.0035
WA,12,9,0.0043
WA,12,9,0.0027
WA,12,10,0.0022
WI,12,1,0.0068
WI,12,3,0.0054
CA,12,1,0.22
CA,12,1,0.035
CA,12,1,0.011
CA,12,1,0.49
CA,12,1,0.58
CA,12,1,0.19
CA,12,1,0.015
CA,12,1,0.005
CA,12,1,0.14
CA,12,2,0.2
CA,12,2,0.026
CA,12,2,0.007
CA,12,2,0.046
CA,12,2,0.74
CA,12,2,0.015
CA,12,2,0.15
CA,12,3,0.15
CA,12,3,0.014
CA,12,3,0.14
CA,12,3,0.37
CA,12,3,0.85
CA,12,3,3.9
CA,12,3,0.022
CA,12,3,0.3
CA,12,3,0.055
CA,12,4,0.003
CA,12,4,0.91
CA,12,4,0.72
CA,12,4,0.25
CA,12,4,0.13
CA,12,4,0.027
CA,12,4,1.9
CA,12,4,0.28
CA,12,4,0.17
CA,12,4,0.38
CA,12,4,0.057
CA,12,5,0.4
CA,12,5,0.12
CA,12,5,0.17
CA,12,5,0.041
CA,12,5,0.22
CA,12,5,0.21
CA,12,5,0.72
CA,12,5,0.51
CA,12,5,0.14
CA,12,6,0.12
CA,12,6,0.037
CA,12,6,1.8
CA,12,6,0.15
CA,12,6,0.1
CA,12,6,0.36
CA,12,6,2.1
CA,12,6,0.3
CA,12,6,0.59
CA,12,6,0.16
CA,12,6,0.1
CA,12,6,0.25
CA,12,7,0.26
CA,12,7,0.52
CA,12,7,0.23
CA,12,7,0.026
CA,12,7,0.014
CA,12,7,0.59
CA,12,7,0.2
CA,12,7,0.49
CA,12,8,1.1
CA,12,8,0.61
CA,12,8,0.49
CA,12,8,0.096
CA,12,8,0.011
CA,12,8,0.007
CA,12,8,0.59
CA,12,8,0.41
CA,12,8,0.57
CA,12,9,0.3
CA,12,9,0.048
CA,12,9,0.25
CA,12,9,0.072
CA,12,9,0.28
CA,12,9,0.67
CA,12,9,0.082
CA,12,9,0.21
CA,12,9,0.91
CA,12,9,0.43
CA,12,9,0.12
CA,12,10,0.003
CA,12,10,0.38
CA,12,10,1.0
CA,12,10,0.029
CA,12,10,0.03
CA,12,10,0.006
CA,12,10,0.044
CA,12,10,0.032
CA,12,10,0.012
CA,12,10,0.004
CA,12,10,1.3
CA,12,10,0.003
CA,12,10,0.16
CA,12,10,0.033
CA,12,10,0.16
CA,12,10,0.49
CA,12,10,0.58
CA,12,10,0.23
CA,12,10,0.026
CA,12,10,0.037
CA,12,10,0.49
CA,12,10,0.23
CA,12,10,0.62
CA,12,12,0.022
CA,12,12,0.04
CA,12,12,1.8
CA,12,12,0.071
CA,12,12,0.048
CA,12,12,0.81
CA,12,12,0.013
CA,12,12,0.34
CA,12,12,0.25
CA,12,12,0.14
CA,12,12,0.008
CO,12,3,0.17
CO,12,9,0.033
CO,12,12,0.003
FL,12,1,0.064
FL,12,1,0.1
FL,12,2,0.009
FL,12,3,0.11
FL,12,3,0.014
FL,12,3,0.002
FL,12,3,0.022
FL,12,4,0.19
FL,12,5,0.38
FL,12,5,0.16
FL,12,6,0.49
FL,12,6,1.8
FL,12,7,0.054
FL,12,8,0.015
FL,12,8,0.14
FL,12,8,0.88
FL,12,8,0.002
FL,12,8,0.24
FL,12,9,0.034
FL,12,10,0.029
FL,12,10,0.2
FL,12,10,0.125
FL,12,11,0.34
FL,12,12,0.004
MD,12,1,0.29
MD,12,1,0.87
MD,12,1,0.019
MD,12,2,0.68
MD,12,2,0.66
MD,12,2,0.63
MD,12,3,0.051
MD,12,3,0.073
MD,12,3,0.27
MD,12,3,0.17
MD,12,4,0.015
MD,12,4,0.004
MD,12,4,0.015
MD,12,5,0.32
MD,12,5,0.59
MD,12,5,0.003
MD,12,5,0.009
MD,12,6,0.012
MD,12,6,0.026
MD,12,6,0.044
MD,12,7,0.074
