Collection State Code,Year,Month,Normalized_Concentration
NY,17,11,0.08
NY,17,11,0.48
NY,17,11,1.8
NY,17,11,0.18
NY,17,11,0.14
NY,17,12,0.24
NY,17,12,0.29
NY,17,12,0.65
NY,17,12,0.31
NY,17,12,0.32
NY,17,12,0.0069
OH,17,1,0.9
OH,17,1,1.4
OH,17,1,0.02
OH,17,1,0.44
OH,17,2,0.76
OH,17,2,1.9
OH,17,2,0.24
OH,17,2,2.3
OH,17,3,0.3
OH,17,3,0.068
OH,17,3,0.091
OH,17,3,0.23
OH,17,3,0.07
OH,17,3,1.4
OH,17,4,0.47
OH,17,4,0.39
OH,17,4,0.18
OH,17,4,0.47
OH,17,4,0.83
OH,17,5,0.21
OH,17,5,0.081
OH,17,5,0.5
OH,17,5,0.022
OH,17,5,1.1
OH,17,5,1.5
OH,17,6,0.28
OH,17,6,0.43
OH,17,6,0.87
OH,17,6,0.007
OH,17,6,0.28
OH,17,7,0.41
OH,17,7,0.019
OH,17,7,0.47
OH,17,8,0.74
OH,17,8,0.67
OH,17,8,0.81
OH,17,9,0.37
OH,17,9,0.18
OH,17,9,0.085
OH,17,9,0.14
OH,17,9,0.73
OH,17,10,0.086
OH,17,10,0.98
OH,17,10,0.63
OH,17,11,0.018
OH,17,11,0.2
OH,17,11,0.25
OH,17,11,0.51
OH,17,11,0.76
OH,17,12,0.74
OH,17,12,1.1
OH,17,12,0.027
OH,17,12,0.34
OH,17,12,0.44
TX,17,1,0.013
TX,17,1,0.59
TX,17,1,0.031
TX,17,1,0.32
TX,17,2,0.62
TX,17,2,0.029
TX,17,2,1.6
TX,17,2,0.061
TX,17,2,0.23
TX,17,3,1.0
TX,17,3,0.16
TX,17,3,0.046
TX,17,3,0.36
TX,17,3,0.14
TX,17,4,0.31
TX,17,4,0.17
TX,17,4,0.22
TX,17,4,0.8
TX,17,4,0.31
TX,17,5,0.3
TX,17,5,0.3
TX,17,5,1.9
TX,17,5,1.8
TX,17,5,0.17
TX,17,6,0.62
TX,17,6,0.25
TX,17,6,2.5
TX,17,6,1.4
TX,17,6,0.45
TX,17,6,0.21
TX,17,7,0.51
TX,17,7,0.07
TX,17,7,1.0
TX,17,7,0.45
TX,17,7,0.2
TX,17,8,0.18
TX,17,8,0.25
TX,17,8,0.62
TX,17,9,0.62
TX,17,9,0.63
TX,17,9,0.93
TX,17,9,0.26
TX,17,10,1.6
TX,17,10,0.94
TX,17,10,0.12
TX,17,11,0.2
TX,17,11,0.36
TX,17,11,0.77
TX,17,11,0.35
TX,17,11,0.21
TX,17,11,1.0
TX,17,12,0.038
TX,17,12,0.44
TX,17,12,0.38
TX,17,12,0.22
TX,17,12,0.018
WA,17,1,0.026
WA,17,6,1.1
WA,17,7,2.2
WA,17,7,2.3
WA,17,8,0.08
WA,17,9,0.17
WA,17,10,0.86
CA,17,1,0.0017
CA,17,1,0.0017
CA,17,1,0.0035
CA,17,1,0.0017
CA,17,1,0.0017
CA,17,1,0.0017
CA,17,2,0.0017
CA,17,2,0.0017
CA,17,2,0.0017
CA,17,2,0.0017
CA,17,2,0.0017
CA,17,2,0.0017
CA,17,2,0.0017
CA,17,2,0.0017
CA,17,3,0.0017
CA,17,3,0.0017
CA,17,3,0.0017
CA,17,3,0.0017
CA,17,3,0.0058
CA,17,3,0.0017
CA,17,4,0.0017
CA,17,4,0.0017
CA,17,4,0.0017
CA,17,4,0.0017
CA,17,5,0.0017
CA,17,5,0.0076
CA,17,5,0.0017
CA,17,5,0.0017
CA,17,5,0.0017
CA,17,5,0.0017
CA,17,5,0.0017
CA,17,5,0.0017
CA,17,6,0.0017
CA,17,6,0.0099
CA,17,6,0.0017
CA,17,6,0.0017
CA,17,6,0.0017
CA,17,7,0.0017
CA,17,7,0.0017
CA,17,8,0.0017
CA,17,8,0.0017
CA,17,8,0.0017
CA,17,8,0.002
CA,17,8,0.0034
CA,17,8,0.0017
CA,17,8,0.0017
CA,17,8,0.0017
CA,17,9,0.002
CA,17,9,0.0017
CA,17,9,0.0057
CA,17,9,0.0017
CA,17,9,0.0017
CA,17,9,0.0017
CA,17,9,0.0017
CA,17,9,0.0017
CO,17,1,0.0017
CO,17,1,0.0065
CO,17,3,0.0017
CO,17,4,0.0017
CO,17,5,0.0017
CO,17,5,0.0017
CO,17,6,0.0017
CO,17,7,0.0017
CO,17,7,0.0065
CO,17,8,0.0017
CO,17,9,0.0017
FL,17,1,0.0075
FL,17,1,0.0017
FL,17,1,0.0017
FL,17,1,0.0017
FL,17,1,0.0017
FL,17,2,0.0017
FL,17,2,0.0017
FL,17,2,0.0017
FL,17,2,0.0017
FL,17,3,0.0067
FL,17,3,0.0017
FL,17,3,0.0039
FL,17,3,0.0017
FL,17,4,0.0058
FL,17,4,0.0057
FL,17,4,0.0017
FL,17,5,0.0017
FL,17,5,0.0017
FL,17,5,0.0017
FL,17,5,0.011
FL,17,5,0.0017
FL,17,6,0.0017
FL,17,6,0.0025
FL,17,6,0.0067
FL,17,6,0.0017
FL,17,6,0.0017
FL,17,6,0.0017
FL,17,7,0.0017
FL,17,7,0.0017
FL,17,7,0.0017
FL,17,7,0.0048
FL,17,7,0.0017
FL,17,8,0.0017
FL,17,8,0.0017
FL,17,8,0.006
FL,17,8,0.0017
FL,17,8,0.0017
FL,17,9,0.0043
FL,17,9,0.0017
FL,17,9,0.0064
MD,17,1,0.018
MD,17,2,0.0064
MD,17,3,0.0058
MD,17,3,0.0017
MD,17,4,0.0017
MD,17,5,0.0052
MD,17,5,0.0017
MD,17,6,0.0053
MD,17,6,0.0017
MD,17,6,0.0082
MD,17,7,0.0017
MD,17,8,0.0017
MD,17,8,0.0041
MD,17,8,0.0017
MD,17,9,0.0017
MI,17,1,0.0037
MI,17,2,0.0017
MI,17,2,0.0046
MI,17,2,0.0017
MI,17,3,0.0017
MI,17,3,0.0017
MI,17,3,0.0017
MI,17,4,0.0017
MI,17,4,0.0017
MI,17,5,0.0017
MI,17,5,0.0017
MI,17,6,0.0017
MI,17,6,0.0036
MI,17,6,0.0017
MI,17,7,0.0017
MI,17,7,0.0066
MI,17,7,0.0017
MI,17,8,0.0037
MI,17,8,0.0017
MI,17,9,0.0017
MI,17,9,0.0017
MI,17,9,0.0017
NC,17,1,0.0017
NC,17,2,0.0017
NC,17,2,0.0079
NC,17,3,0.0037
NC,17,3,0.0032
NC,17,4,0.0017
NC,17,5,0.0078
NC,17,5,0.0017
NC,17,5,0.0017
NC,17,6,0.0017
NC,17,7,0.0017
NC,17,8,0.0067
NC,17,9,0.0017
NY,17,1,0.0017
NY,17,1,0.0094
NY,17,1,0.0017
NY,17,1,0.0017
NY,17,2,0.0017
NY,17,2,0.007
NY,17,2,0.0017
NY,17,3,0.005
NY,17,4,0.0032
NY,17,4,0.0017
NY,17,5,0.005
NY,17,5,0.0017
NY,17,5,0.0017
NY,17,5,0.0017
NY,17,6,0.0017
NY,17,6,0.0037
NY,17,7,0.0071
NY,17,7,0.0017
NY,17,7,0.0048
NY,17,8,0.0062
NY,17,9,0.0017
NY,17,9,0.0017
NY,17,9,0.0017
OH,17,1,0.0017
OH,17,1,0.0072
OH,17,1,0.0062
OH,17,2,0.0017
OH,17,2,0.0017
OH,17,3,0.0037
OH,17,4,0.0017
OH,17,5,0.0017
OH,17,5,0.012
OH,17,5,0.0017
OH,17,6,0.0017
OH,17,6,0.0017
OH,17,7,0.0017
OH,17,7,0.0017
OH,17,8,0.005
OH,17,8,0.0049
OH,17,9,0.011
OH,17,9,0.0017
TX,17,1,0.0017
TX,17,1,0.0017
TX,17,2,0.0017
TX,17,2,0.0017
TX,17,2,0.0017
TX,17,3,0.0017
TX,17,3,0.0017
TX,17,3,0.0017
TX,17,3,0.0017
TX,17,4,0.0017
TX,17,4,0.0017
TX,17,4,0.0017
TX,17,5,0.0017
TX,17,5,0.0017
TX,17,5,0.0017
TX,17,5,0.0037
TX,17,5,0.0017
TX,17,6,0.0017
TX,17,6,0.0017
TX,17,7,0.0017
TX,17,7,0.0017
TX,17,8,0.0017
TX,17,8,0.015
TX,17,9,0.0017
TX,17,9,0.0017
TX,17,9,0.0017
WA,17,1,0.0017
WA,17,1,0.0017
WA,17,1,0.005
WA,17,1,0.0017
WA,17,2,0.0017
WA,17,2,0.0076
WA,17,2,0.0017
WA,17,3,0.0017
WA,17,3,0.018
WA,17,3,0.0017
WA,17,4,0.0017
WA,17,4,0.0017
WA,17,5,0.0017
WA,17,5,0.0017
WA,17,5,0.0049
WA,17,6,0.0017
WA,17,6,0.0017
WA,17,6,0.0017
WA,17,6,0.0039
WA,17,7,0.0017
WA,17,7,0.0017
WA,17,8,0.0017
WA,17,8,0.0045
WA,17,8,0.0017
WA,17,8,0.0017
WA,17,9,0.0017
WA,17,9,0.0017
WA,17,9,0.0017
WA,17,9,0.0017
CA,17,1,1.1322e-05
CA,17,6,3.6e-05
CA,17,7,2.6e-05
CA,17,9,2.7e-05
CA,17,9,3.6e-05
CA,17,10,1.1322e-05
CA,17,10,3.5e-05
CA,17,10,1.1322e-05
FL,17,2,2.4e-05
FL,17,2,3.1e-05
FL,17,4,2.3e-05
FL,17,10,1.1322e-05
MD,17,1,1.1322e-05
MD,17,2,1.1322e-05
MD,17,4,2.9e-05
MD,17,6,1.1322e-05
MD,17,6,1.1322e-05
MD,17,7,1.1322e-05
MD,17,7,1.1322e-05
MD,17,9,1.1322e-05
MI,17,1,8.9e-05
MI,17,1,9.5e-05
MI,17,2,0.000122
MI,17,2,0.000113
MI,17,2,0.000125
MI,17,3,8.3e-05
MI,17,3,9.3e-05
MI,17,3,1.1322e-05
MI,17,4,9.6e-05
MI,17,4,9.2e-05
MI,17,4,0.000101
MI,17,4,0.000101
MI,17,5,7.6e-05
MI,17,5,9.4e-05
MI,17,5,0.000128
MI,17,6,3.8e-05
MI,17,6,0.000127
MI,17,6,0.000114
MI,17,8,7e-05
MI,17,8,7.6e-05
MI,17,8,6.8e-05
MI,17,8,7.2e-05
MI,17,8,0.0001
MI,17,8,0.000105
MI,17,9,7.2e-05
MI,17,9,6.6e-05
MI,17,10,8.8e-05
MI,17,10,6.2e-05
MI,17,10,7.9e-05
MI,17,11,7.1e-05
MI,17,11,1.1322e-05
MI,17,11,1.1322e-05
MI,17,12,8.5e-05
NC,17,4,1.1322e-05
NC,17,5,1.1322e-05
NC,17,7,1.1322e-05
NC,17,8,1.1322e-05
NC,17,9,1.1322e-05
NC,17,10,1.1322e-05
NC,17,10,1.1322e-05
NC,17,11,1.1322e-05
NC,17,12,1.1322e-05
NY,17,1,2.9e-05
NY,17,4,3e-05
NY,17,6,3.6e-05
NY,17,7,3.3e-05
NY,17,8,1.1322e-05
NY,17,9,2.5e-05
NY,17,10,1.1322e-05
NY,17,11,1.1322e-05
OH,17,1,8.1e-05
OH,17,1,1.1322e-05
OH,17,2,1.1322e-05
OH,17,3,8.4e-05
OH,17,3,6.7e-05
OH,17,4,1.1322e-05
OH,17,5,8.3e-05
OH,17,5,1.1322e-05
OH,17,6,0.000116
OH,17,7,1.1322e-05
OH,17,8,1.1322e-05
CA,17,10,0.0025
CA,17,12,0.0025
FL,17,12,0.0025
NY,17,11,0.0025
OH,17,10,0.021
TX,17,12,0.0025
CA,2,4,0.017
CA,2,11,0.017
FL,2,2,0.017
MI,2,1,0.017
MI,2,2,0.017
TX,2,5,0.042
CA,12,12,0.006
FL,12,10,0.001
FL,12,11,0.014
MI,12,12,0.015
NY,12,8,0.002
NY,12,10,0.02
NY,12,11,0.012
NY,12,12,0.015
TX,12,7,0.002
CA,17,11,0.007
CA,17,12,0.0023
FL,17,10,0.073
MD,17,11,0.0046
NC,17,10,0.013
NC,17,12,0.0028
NY,17,10,0.0055
NY,17,10,0.0012
TX,17,11,0.0012
TX,17,12,0.0015
CA,12,6,0.83
CA,12,7,0.27
CA,12,7,0.36
CA,12,7,0.12
CA,12,8,0.061
CA,12,8,0.64
CA,12,9,0.093
CA,12,9,0.076
CA,12,9,0.13
CA,12,9,0.41
CA,12,9,0.11
MI,12,7,0.16
MI,12,8,0.5
MI,12,9,0.49
MI,12,9,0.25
TX,12,6,0.8
WA,12,7,0.2
WA,12,8,0.093
WI,12,9,0.12
FL,17,1,0.13
NC,12,7,0.051
NC,12,10,0.032
NY,12,9,0.12
NY,12,12,0.037
FL,12,1,0.0066
MI,12,4,0.0022
NY,12,2,0.16
NY,12,4,0.0028
WI,12,1,0.0037
CA,17,5,1.07
CA,17,10,0.0014
CA,17,11,0.0016
CA,17,11,0.0019
CA,17,11,0.0028
CA,17,11,0.39
CA,17,11,0.0014
CA,17,11,0.0025
CA,17,11,0.002
CO,17,10,0.0018
FL,17,10,0.0044
FL,17,10,0.001
MD,17,10,0.15
MD,17,10,0.0084
MD,17,10,0.0048
MD,17,11,0.8
MI,17,10,0.0017
MI,17,10,0.0051
MI,17,10,0.0011
MI,17,10,0.0013
MI,17,10,0.51
MI,17,11,0.0022
MI,17,11,0.001
NY,17,10,0.0029
NY,17,10,0.0016
NY,17,10,0.0022
NY,17,10,0.0016
NY,17,10,0.0021
NY,17,11,0.0016
NY,17,11,0.5
NY,17,11,0.0029
NY,17,11,0.0018
NY,17,11,0.0021
NY,17,11,0.0022
TX,17,7,0.02
TX,17,8,0.1763
TX,17,8,0.1315
TX,17,8,0.024
TX,17,8,0.1852
TX,17,9,0.0017
TX,17,9,0.0637
TX,17,9,0.0468
TX,17,9,0.0462
TX,17,9,0.0569
TX,17,9,0.0461
TX,17,10,0.0832
TX,17,10,0.0166
TX,17,10,0.005
TX,17,10,0.025
TX,17,10,0.0234
TX,17,10,0.1239
TX,17,10,0.028
TX,17,10,0.0049
TX,17,10,0.0166
TX,17,10,0.0832
TX,17,10,0.0804
TX,17,10,0.0166
TX,17,11,0.0373
TX,17,12,0.0252
TX,17,12,0.0529
WA,17,4,0.0196
WA,17,6,0.0113
WA,17,6,0.0611
WA,17,7,0.0543
WA,17,7,0.0017
WA,17,7,0.1015
WA,17,7,0.0017
WA,17,8,0.0744
WA,17,9,0.0033
WA,17,9,0.0166
WA,17,10,0.0357
WA,17,10,0.0485
WA,17,10,0.0154
WA,17,10,0.0033
WA,17,10,0.2143
WA,17,10,0.0591
CA,17,1,0.026
CA,17,3,0.62
CA,17,3,0.86
CA,17,3,0.6
CA,17,4,0.44
CA,17,4,0.17
CO,17,1,1.6
CO,17,4,1.5
CO,17,4,1.2
CO,17,7,0.59
CO,17,10,0.024
CO,17,12,0.43
FL,17,1,0.16
FL,17,1,0.23
FL,17,1,0.12
FL,17,1,0.095
FL,17,1,0.21
FL,17,1,0.23
FL,17,2,0.32
FL,17,2,0.09
FL,17,2,0.91
FL,17,2,0.14
FL,17,2,0.034
FL,17,2,0.21
FL,17,3,0.58
FL,17,3,0.23
FL,17,3,0.63
FL,17,5,0.085
FL,17,5,1.1
FL,17,5,0.069
FL,17,5,0.22
FL,17,6,0.88
FL,17,6,0.18
FL,17,7,0.53
FL,17,8,1.2
FL,17,8,0.4
FL,17,10,2.0
FL,17,10,1.5
FL,17,10,0.015
FL,17,10,1.4
FL,17,10,0.3
FL,17,11,0.065
FL,17,12,1.6
MD,17,1,0.13
MD,17,1,0.45
MD,17,1,0.069
MD,17,1,0.021
MD,17,2,0.09
MD,17,2,0.05
MD,17,2,0.27
MD,17,3,0.12
MD,17,6,0.18
MD,17,6,0.031
MD,17,11,0.94
MI,17,1,0.31
MI,17,1,0.38
MI,17,1,0.1
MI,17,2,0.43
MI,17,2,0.27
MI,17,3,0.89
MI,17,4,0.093
MI,17,5,0.25
MI,17,5,0.83
MI,17,5,0.35
MI,17,6,0.29
MI,17,6,0.098
MI,17,6,0.37
MI,17,7,0.27
MI,17,8,0.12
MI,17,9,0.019
MI,17,10,0.074
MI,17,10,0.061
MI,17,11,0.31
NY,17,1,0.39
NY,17,1,0.22
NY,17,2,0.44
NY,17,2,0.13
NY,17,3,1.0
NY,17,3,0.76
NY,17,3,0.15
NY,17,3,0.71
NY,17,4,0.76
NY,17,4,0.15
NY,17,4,0.2
NY,17,7,0.5
NY,17,7,0.083
NY,17,7,0.74
NY,17,7,0.027
NY,17,8,0.81
NY,17,8,0.035
NY,17,8,0.41
NY,17,9,0.28
NY,17,10,0.018
NY,17,11,0.99
NY,17,12,0.026
NY,17,12,0.33
OH,17,1,0.09
OH,17,1,0.073
OH,17,1,0.073
OH,17,1,0.17
OH,17,1,0.029
OH,17,3,0.029
OH,17,3,0.033
OH,17,3,0.028
OH,17,4,0.13
OH,17,4,0.32
OH,17,5,0.09
OH,17,6,0.036
OH,17,6,0.17
OH,17,7,0.024
OH,17,8,0.1
OH,17,9,0.073
OH,17,11,0.56
OH,17,12,0.22
TX,17,1,0.68
TX,17,1,0.3
TX,17,2,1.2
TX,17,4,0.15
TX,17,4,0.14
TX,17,4,0.083
TX,17,7,0.33
TX,17,7,0.086
WA,17,1,0.039
WA,17,6,0.67
WA,17,7,0.018
CA,17,1,0.0017
CA,17,1,0.0017
CA,17,1,0.0052
CA,17,1,0.0051
CA,17,1,0.0017
CA,17,1,0.0017
CA,17,1,0.0017
CA,17,1,0.018
CA,17,1,0.0061
CA,17,2,0.0017
CA,17,2,0.0017
CA,17,2,0.008
CA,17,2,0.0025
CA,17,2,0.0017
CA,17,2,0.0017
CA,17,3,0.0017
CA,17,3,0.0017
CA,17,3,0.0017
CA,17,3,0.0035
CA,17,4,0.0017
CA,17,4,0.0061
CA,17,4,0.0017
CA,17,4,0.0037
CA,17,5,0.0038
CA,17,5,0.0017
CA,17,5,0.0017
CA,17,5,0.0017
CA,17,5,0.004
CA,17,5,0.01
CA,17,6,0.0017
CA,17,7,0.0017
CA,17,7,0.0093
CA,17,8,0.0017
CA,17,8,0.0017
CA,17,8,0.0017
CA,17,8,0.0017
CA,17,8,0.0075
CA,17,8,0.0017
CA,17,8,0.0057
CA,17,8,0.0017
CA,17,8,0.0047
CA,17,8,0.0035
CA,17,8,0.0017
CA,17,9,0.0047
CA,17,9,0.0044
CA,17,9,0.0017
CA,17,9,0.0017
CA,17,9,0.0017
CA,17,9,0.0017
CA,17,9,0.0017
CA,17,9,0.0017
CO,17,1,0.0083
CO,17,4,0.0017
CO,17,4,0.0017
CO,17,6,0.011
CO,17,7,0.002
CO,17,7,0.0017
CO,17,7,0.0017
CO,17,8,0.0034
CO,17,8,0.0032
FL,17,1,0.0017
FL,17,1,0.0037
FL,17,1,0.015
FL,17,1,0.0089
FL,17,1,0.0058
FL,17,1,0.0017
FL,17,1,0.0017
FL,17,2,0.0017
FL,17,2,0.0046
FL,17,2,0.0017
FL,17,2,0.0017
FL,17,2,0.0017
FL,17,2,0.0017
FL,17,2,0.0075
FL,17,2,0.0037
FL,17,3,0.0061
FL,17,3,0.0061
FL,17,3,0.0017
FL,17,3,0.0017
FL,17,3,0.0067
FL,17,3,0.0017
FL,17,3,0.0032
FL,17,3,0.005
FL,17,3,0.0047
FL,17,3,0.0017
FL,17,3,0.0017
FL,17,4,0.0037
FL,17,4,0.0017
FL,17,4,0.0017
FL,17,4,0.0051
FL,17,4,0.0048
FL,17,4,0.0017
FL,17,4,0.0017
FL,17,4,0.0071
FL,17,4,0.0017
FL,17,4,0.0055
FL,17,4,0.0017
FL,17,4,0.0042
FL,17,4,0.0025
FL,17,4,0.0017
FL,17,4,0.0017
FL,17,4,0.014
FL,17,4,0.0074
FL,17,5,0.0017
FL,17,5,0.0017
FL,17,5,0.0017
FL,17,5,0.0059
FL,17,5,0.0046
FL,17,5,0.0045
FL,17,5,0.0025
FL,17,5,0.0017
FL,17,5,0.0017
FL,17,6,0.004
FL,17,6,0.0096
FL,17,6,0.0052
FL,17,6,0.0052
FL,17,6,0.0038
FL,17,6,0.0037
FL,17,6,0.0017
FL,17,6,0.0095
FL,17,6,0.0094
FL,17,6,0.0078
FL,17,6,0.0073
FL,17,6,0.0017
FL,17,6,0.0044
FL,17,7,0.0063
FL,17,7,0.0058
FL,17,7,0.0017
FL,17,7,0.0017
FL,17,7,0.0017
FL,17,7,0.012
FL,17,7,0.011
FL,17,8,0.0017
FL,17,9,0.0037
FL,17,9,0.016
FL,17,9,0.0017
FL,17,9,0.0051
FL,17,9,0.011
FL,17,9,0.0017
FL,17,9,0.0017
FL,17,9,0.002
FL,17,9,0.0017
MD,17,2,0.0037
MD,17,2,0.0017
MD,17,2,0.0017
MD,17,2,0.011
MD,17,3,0.0037
MD,17,3,0.0017
MD,17,3,0.009
MD,17,3,0.0075
MD,17,3,0.0042
MD,17,3,0.0017
MD,17,5,0.0051
MD,17,5,0.0037
MD,17,5,0.0056
MD,17,5,0.0056
MD,17,5,0.0017
MD,17,5,0.0017
MD,17,6,0.0039
MD,17,6,0.0038
MD,17,6,0.0078
MD,17,7,0.0037
MD,17,8,0.0037
MD,17,8,0.0017
MD,17,8,0.0075
MD,17,8,0.0048
MD,17,8,0.0017
MD,17,8,0.0017
MI,17,1,0.01
MI,17,1,0.0086
MI,17,1,0.0065
MI,17,2,0.0039
MI,17,2,0.01
MI,17,2,0.0017
MI,17,2,0.0062
MI,17,3,0.0017
MI,17,4,0.0032
MI,17,6,0.0017
MI,17,6,0.0067
MI,17,6,0.0064
MI,17,6,0.0017
MI,17,7,0.0017
MI,17,7,0.0038
MI,17,8,0.0037
MI,17,8,0.0097
MI,17,8,0.0017
MI,17,8,0.0017
MI,17,8,0.0017
MI,17,8,0.0054
MI,17,8,0.0037
MI,17,8,0.0047
MI,17,8,0.0037
MI,17,8,0.0037
MI,17,9,0.004
MI,17,9,0.0017
MI,17,9,0.0017
NC,17,1,0.0017
NC,17,1,0.0032
NC,17,2,0.0017
NC,17,2,0.0017
NC,17,2,0.0017
NC,17,2,0.0058
NC,17,2,0.0054
NC,17,2,0.0017
NC,17,3,0.014
NC,17,3,0.0017
NC,17,3,0.0082
NC,17,3,0.0071
NC,17,3,0.0038
NC,17,4,0.005
NC,17,4,0.0037
NC,17,4,0.0032
NC,17,4,0.018
NC,17,5,0.0057
NC,17,5,0.0041
NC,17,5,0.0017
NC,17,5,0.0037
NC,17,5,0.0017
NC,17,5,0.0017
NC,17,5,0.0068
NC,17,5,0.0049
NC,17,5,0.0017
NC,17,6,0.0017
NC,17,6,0.002
NC,17,7,0.0045
NC,17,7,0.0042
NC,17,7,0.0017
NC,17,8,0.0032
NC,17,8,0.0075
NC,17,8,0.0017
NY,17,1,0.015
NY,17,2,0.0017
NY,17,2,0.0039
NY,17,2,0.0017
NY,17,3,0.005
NY,17,3,0.0017
NY,17,3,0.0017
NY,17,3,0.0017
NY,17,3,0.021
NY,17,5,0.0086
NY,17,5,0.0017
NY,17,5,0.0017
NY,17,5,0.0017
NY,17,5,0.0062
NY,17,5,0.0051
NY,17,5,0.0017
NY,17,5,0.0017
NY,17,5,0.0083
NY,17,5,0.0055
NY,17,5,0.0017
NY,17,5,0.0017
NY,17,6,0.0017
NY,17,6,0.0054
NY,17,7,0.0075
NY,17,7,0.0066
NY,17,7,0.0055
NY,17,7,0.012
NY,17,8,0.01
NY,17,9,0.0017
NY,17,9,0.0049
NY,17,9,0.017
NY,17,9,0.0017
NY,17,9,0.0017
OH,17,1,0.012
OH,17,1,0.0056
OH,17,1,0.0037
OH,17,1,0.0037
OH,17,1,0.0087
OH,17,1,0.0017
OH,17,2,0.0092
OH,17,2,0.0043
OH,17,3,0.01
OH,17,3,0.0017
OH,17,3,0.0048
OH,17,5,0.0051
OH,17,5,0.006
OH,17,6,0.0017
OH,17,6,0.0091
OH,17,6,0.014
OH,17,7,0.0037
OH,17,7,0.0037
OH,17,7,0.0071
OH,17,8,0.012
OH,17,8,0.0099
OH,17,9,0.0046
OH,17,9,0.002
OH,17,9,0.0017
TX,17,1,0.0017
TX,17,2,0.0039
TX,17,2,0.0055
TX,17,2,0.0042
TX,17,2,0.0017
TX,17,2,0.0017
TX,17,3,0.0017
TX,17,3,0.0065
TX,17,3,0.0017
TX,17,3,0.0017
TX,17,4,0.0017
TX,17,4,0.0017
TX,17,4,0.0017
TX,17,4,0.0044
TX,17,4,0.0017
TX,17,5,0.0017
TX,17,6,0.0049
TX,17,6,0.0053
TX,17,6,0.0017
TX,17,6,0.0017
WA,17,1,0.0017
WA,17,1,0.0017
WA,17,1,0.028
WA,17,1,0.0017
WA,17,1,0.0017
WA,17,1,0.0017
WA,17,1,0.0058
WA,17,1,0.0031
WA,17,2,0.01
WA,17,2,0.011
WA,17,2,0.028
WA,17,2,0.0017
WA,17,2,0.0017
WA,17,2,0.0017
WA,17,2,0.014
WA,17,3,0.03
WA,17,3,0.0017
WA,17,3,0.0068
WA,17,3,0.007
WA,17,3,0.0033
WA,17,3,0.0025
WA,17,5,0.0038
WA,17,5,0.008
WA,17,5,0.0017
WA,17,6,0.0017
WA,17,6,0.0017
WA,17,6,0.0033
WA,17,6,0.0055
WA,17,6,0.0017
WA,17,8,0.0017
WA,17,8,0.0017
WA,17,8,0.0058
WA,17,8,0.0017
WA,17,8,0.0017
WA,17,9,0.0017
WA,17,9,0.0017
WA,17,9,0.0017
CA,17,7,1.1322e-05
CA,17,9,1.1322e-05
CA,17,9,1.1322e-05
CA,17,10,1.1322e-05
CA,17,10,2.3e-05
CA,17,10,1.1322e-05
MD,17,1,1.1322e-05
MD,17,1,1.1322e-05
MD,17,2,1.1322e-05
MD,17,2,1.1322e-05
MD,17,4,1.1322e-05
MD,17,6,1.1322e-05
MD,17,6,2.4e-05
MD,17,6,1.1322e-05
MD,17,6,1.1322e-05
MD,17,7,1.1322e-05
MD,17,7,1.1322e-05
NC,17,4,1.1322e-05
NC,17,4,1.1322e-05
NC,17,7,1.1322e-05
NC,17,7,1.1322e-05
OH,17,1,1.1322e-05
OH,17,1,1.049e-05
OH,17,1,0.000153
OH,17,5,0.000131
OH,17,5,4.7e-05
OH,17,8,1.1322e-05
OH,17,8,1.1322e-05
TX,2,3,0.013
FL,12,10,0.02
NY,12,8,0.001
NY,12,8,0.005
TX,12,7,0.014
TX,12,7,0.11
CA,17,11,0.0054
CA,17,12,0.0053
FL,17,10,0.0012
NC,17,10,0.001
TX,17,11,0.012
TX,17,12,0.0051
CA,12,6,0.77
CA,12,7,0.16
CA,12,7,0.13
CA,12,7,0.4
CA,12,8,0.05
CA,12,8,0.28
CA,12,9,0.07
CA,12,9,0.21
CA,12,9,0.12
CA,12,9,0.17
CA,12,9,0.088
MI,12,7,0.068
MI,12,8,0.2
MI,12,9,0.12
MI,12,9,0.12
TX,12,6,0.31
WA,12,7,0.14
WA,12,8,0.058
WI,12,9,0.17
FL,17,1,0.038
CO,17,5,0.46
CA,17,10,0.0054
CA,17,11,0.015
CA,17,11,0.0027
CA,17,11,0.72
CA,17,11,0.17
CA,17,11,0.013
CA,17,11,1.4
CA,17,11,0.0017
CA,17,11,0.0057
CA,17,11,0.0033
CA,17,11,0.002
CA,17,11,0.011
CA,17,11,0.46
CA,17,11,0.012
CA,17,11,0.032
FL,17,10,0.88
MI,17,10,0.74
MI,17,10,0.044
MI,17,10,1.4
MI,17,11,1.2
MI,17,11,0.45
MI,17,11,1.2
MI,17,11,0.42
NY,17,10,0.0019
NY,17,10,0.41
NY,17,10,0.0013
NY,17,10,0.0043
NY,17,10,0.0032
NY,17,10,0.0021
NY,17,10,0.67
NY,17,10,0.0041
NY,17,11,0.0022
NY,17,11,0.0022
NY,17,11,0.0016
NY,17,11,0.0019
NY,17,11,0.0015
NY,17,11,0.002
NY,17,11,0.4
NY,17,11,0.0034
NY,17,11,1.5
NY,17,11,0.48
NY,17,11,0.002
NY,17,12,0.0031
NY,17,12,0.32
NY,17,12,0.0013
NY,17,12,0.0013
OH,17,10,2.0
OH,17,10,0.45
TX,17,10,0.0013
TX,17,10,0.0019
TX,17,11,0.0051
TX,17,11,0.0029
TX,17,11,0.0028
